# Функція: f(x) = exp(-1.5*x^2) * sin(x)
# Стовпці: x | f(x) | f'(x)
x               f(x)                 f'(x)               
-------------------------------------------------------
0,0000          0,000000             0,999833            
0,1000          0,098347             0,950533            
0,2000          0,187100             0,810617            
0,3000          0,258201             0,602250            
0,4000          0,306327             0,356936            
0,5000          0,329504             0,108945            
0,6000          0,329044             -0,111233           
0,7000          0,308906             -0,281855           
0,8000          0,274671             -0,392344           
0,9000          0,232421             -0,443013           
1,0000          0,187758             -0,442653           
1,1000          0,145122             -0,405004           
1,2000          0,107488             -0,345152           
1,3000          0,076373             -0,276657           
1,4000          0,052097             -0,209834           
1,5000          0,034132             -0,151194           
1,6000          0,021484             -0,103772           
1,7000          0,012993             -0,067968           
1,8000          0,007548             -0,042533           
1,9000          0,004210             -0,025448           
2,0000          0,002254             -0,014562           
2,1000          0,001157             -0,007969           
2,2000          0,000568             -0,004168           
2,3000          0,000267             -0,002082           
2,4000          0,000119             -0,000992           
2,5000          0,000051             -0,000449           
2,6000          0,000020             -0,000193           
2,7000          0,000008             -0,000078           
2,8000          0,000003             -0,000029           
2,9000          0,000001             -0,000010           
3,0000          0,000000             -0,000003           
3,1000          0,000000             -0,000001           
3,2000          -0,000000            -0,000000           
3,3000          -0,000000            0,000000            
3,4000          -0,000000            0,000000            
3,5000          -0,000000            0,000000            
3,6000          -0,000000            0,000000            
3,7000          -0,000000            0,000000            
3,8000          -0,000000            0,000000            
3,9000          -0,000000            0,000000            
4,0000          -0,000000            0,000000            
4,1000          -0,000000            0,000000            
4,2000          -0,000000            0,000000            
4,3000          -0,000000            0,000000            
4,4000          -0,000000            0,000000            
4,5000          -0,000000            0,000000            
4,6000          -0,000000            0,000000            
4,7000          -0,000000            0,000000            
4,8000          -0,000000            0,000000            
4,9000          -0,000000            0,000000            
5,0000          -0,000000            0,000000            
-------------------------------------------------------
# Кількість точок: 51
